Year,Economy,Economy Label,CargoType,CargoType Label,Metric tons in millions,Metric tons in millions Footnote,Metric tons in millions Missing value
2014,5121,Eastern Africa,22,Other tanker trade discharged,10.922,,
2014,5121,Eastern Africa,23,Dry cargo discharged,25.835,,
2014,5121,Eastern Africa,20,Total goods discharged,37.357,,
2014,5122,Middle Africa,11,Crude oil loaded,124.302,,
2014,5122,Middle Africa,12,Other tanker trade loaded,6.563,,
2014,5122,Middle Africa,13,Dry cargo loaded,11.131,,
2014,5122,Middle Africa,10,Total goods loaded,141.996,,
2014,5122,Middle Africa,21,Crude oil discharged,1.9,,
2014,5122,Middle Africa,22,Other tanker trade discharged,3.94,,
2014,5122,Middle Africa,23,Dry cargo discharged,17.213,,
2014,5122,Middle Africa,20,Total goods discharged,23.054,,
2014,5123,Southern Africa,11,Crude oil loaded,0,,
2014,5123,Southern Africa,12,Other tanker trade loaded,3.3,,
2014,5123,Southern Africa,13,Dry cargo loaded,163.35,,
2014,5123,Southern Africa,10,Total goods loaded,166.65,,
2014,5123,Southern Africa,21,Crude oil discharged,21.54,,
2014,5123,Southern Africa,22,Other tanker trade discharged,8.455,,
2014,5123,Southern Africa,23,Dry cargo discharged,27.03,,
2014,5123,Southern Africa,20,Total goods discharged,57.025,,
2014,5124,Western Africa,11,Crude oil loaded,112.145,,
2014,5124,Western Africa,12,Other tanker trade loaded,20.147,,
2014,5124,Western Africa,13,Dry cargo loaded,72.717,,
2014,5124,Western Africa,10,Total goods loaded,205.009,,
2014,5124,Western Africa,21,Crude oil discharged,5.75,,
2014,5124,Western Africa,22,Other tanker trade discharged,16.3,,
2014,5124,Western Africa,23,Dry cargo discharged,98.66,,
2014,5124,Western Africa,20,Total goods discharged,120.709,,
2014,5200,Americas,11,Crude oil loaded,275.656,,
2014,5200,Americas,12,Other tanker trade loaded,216.11,,
2014,5200,Americas,13,Dry cargo loaded,1631.983,,
2014,5200,Americas,10,Total goods loaded,2123.75,,
2014,5200,Americas,21,Crude oil discharged,378.461,,
2014,5200,Americas,22,Other tanker trade discharged,202.468,,
2014,5200,Americas,23,Dry cargo discharged,826.977,,
2014,5200,Americas,20,Total goods discharged,1407.905,,
2014,5210,Northern America,11,Crude oil loaded,43.055,,
2014,5210,Northern America,12,Other tanker trade loaded,139.682,,
2014,5210,Northern America,13,Dry cargo loaded,640.047,,
2014,5210,Northern America,10,Total goods loaded,822.785,,
2014,5210,Northern America,21,Crude oil discharged,313.339,,
2014,5210,Northern America,22,Other tanker trade discharged,102.661,,
2014,5210,Northern America,23,Dry cargo discharged,420.2,,
2014,5210,Northern America,20,Total goods discharged,836.2,,
2014,5220,Latin America and the Caribbean,11,Crude oil loaded,232.601,,
2014,5220,Latin America and the Caribbean,12,Other tanker trade loaded,76.428,,
2014,5220,Latin America and the Caribbean,13,Dry cargo loaded,991.936,,
2014,5220,Latin America and the Caribbean,10,Total goods loaded,1300.965,,
2014,5220,Latin America and the Caribbean,21,Crude oil discharged,65.122,,
2014,5220,Latin America and the Caribbean,22,Other tanker trade discharged,99.807,,
2014,5220,Latin America and the Caribbean,23,Dry cargo discharged,406.777,,
2014,5220,Latin America and the Caribbean,20,Total goods discharged,571.705,,
2014,5221,Caribbean,11,Crude oil loaded,1.52,,
2014,5221,Caribbean,12,Other tanker trade loaded,30.446,,
2014,5221,Caribbean,13,Dry cargo loaded,18.677,,
2014,5221,Caribbean,10,Total goods loaded,50.643,,
2014,5221,Caribbean,21,Crude oil discharged,33.273,,
2014,5221,Caribbean,22,Other tanker trade discharged,14.128,,
2014,5221,Caribbean,23,Dry cargo discharged,32.526,,
2014,5221,Caribbean,20,Total goods discharged,79.927,,
2014,5222,Central America,11,Crude oil loaded,58.125,,
2014,5222,Central America,12,Other tanker trade loaded,7.67,,
2014,5222,Central America,13,Dry cargo loaded,84.819,,
2014,5222,Central America,10,Total goods loaded,150.614,,
2014,5222,Central America,21,Crude oil discharged,0.532,,
2014,5222,Central America,22,Other tanker trade discharged,36.075,,
2014,5222,Central America,23,Dry cargo discharged,99.313,,
2014,5222,Central America,20,Total goods discharged,135.92,,
2014,5223,South America,11,Crude oil loaded,172.956,,
2014,5223,South America,12,Other tanker trade loaded,38.312,,
2014,5223,South America,13,Dry cargo loaded,888.44,,
2014,5223,South America,10,Total goods loaded,1099.708,,
2014,5223,South America,21,Crude oil discharged,31.317,,
2014,5223,South America,22,Other tanker trade discharged,49.604,,
2014,5223,South America,23,Dry cargo discharged,274.937,,
2014,5223,South America,20,Total goods discharged,355.858,,
2014,5300,Asia,11,Crude oil loaded,899.426,,
2014,5300,Asia,12,Other tanker trade loaded,481.109,,
2014,5300,Asia,13,Dry cargo loaded,2662.052,,
2014,5300,Asia,10,Total goods loaded,4042.587,,
2014,5300,Asia,21,Crude oil discharged,971.608,,
2014,5300,Asia,22,Other tanker trade discharged,480.923,,
2014,5300,Asia,23,Dry cargo discharged,4304.551,,
2014,5300,Asia,20,Total goods discharged,5757.082,,
2014,5310,Central Asia,11,Crude oil loaded,0,,
2014,5310,Central Asia,12,Other tanker trade loaded,0,,
2014,5310,Central Asia,13,Dry cargo loaded,0,,
2014,5310,Central Asia,10,Total goods loaded,0,,
2014,5310,Central Asia,21,Crude oil discharged,0,,
2014,5310,Central Asia,22,Other tanker trade discharged,0,,
2014,5310,Central Asia,23,Dry cargo discharged,0,,
2014,5310,Central Asia,20,Total goods discharged,0,,
2014,5330,Eastern Asia,11,Crude oil loaded,6.7,,
2014,5330,Eastern Asia,12,Other tanker trade loaded,101.301,,
2014,5330,Eastern Asia,13,Dry cargo loaded,1086.904,,
2014,5330,Eastern Asia,10,Total goods loaded,1194.905,,
2014,5330,Eastern Asia,21,Crude oil discharged,624.036,,
2014,5330,Eastern Asia,22,Other tanker trade discharged,248.851,,
2014,5330,Eastern Asia,23,Dry cargo discharged,3027.839,,
2014,5330,Eastern Asia,20,Total goods discharged,3900.726,,
2014,5350,South-eastern Asia,11,Crude oil loaded,46.801,,
2014,5350,South-eastern Asia,12,Other tanker trade loaded,132.311,,
2014,5350,South-eastern Asia,13,Dry cargo loaded,1002.591,,
2014,5350,South-eastern Asia,10,Total goods loaded,1181.703,,
2014,5350,South-eastern Asia,21,Crude oil discharged,118.434,,
2014,5350,South-eastern Asia,22,Other tanker trade discharged,127.433,,
2014,5350,South-eastern Asia,23,Dry cargo discharged,460.924,,
2014,5350,South-eastern Asia,20,Total goods discharged,706.791,,
2014,5320,Southern Asia,11,Crude oil loaded,48.215,,
2014,5320,Southern Asia,12,Other tanker trade loaded,78.602,,
2014,5320,Southern Asia,13,Dry cargo loaded,244.03,,
2014,5320,Southern Asia,10,Total goods loaded,370.847,,
2014,5320,Southern Asia,21,Crude oil discharged,198.807,,
2014,5320,Southern Asia,22,Other tanker trade discharged,30.924,,
2014,5320,Southern Asia,23,Dry cargo discharged,387.308,,
2014,5320,Southern Asia,20,Total goods discharged,617.039,,
2014,5340,Western Asia,11,Crude oil loaded,797.71,,
2014,5340,Western Asia,12,Other tanker trade loaded,168.895,,
2014,5340,Western Asia,13,Dry cargo loaded,328.527,,
2014,5340,Western Asia,10,Total goods loaded,1295.132,,
2014,5340,Western Asia,21,Crude oil discharged,30.331,,
2014,5340,Western Asia,22,Other tanker trade discharged,73.715,,
2014,5340,Western Asia,23,Dry cargo discharged,428.48,,
2014,5340,Western Asia,20,Total goods discharged,532.526,,
2014,5400,Europe,11,Crude oil loaded,218.708,,
2014,5400,Europe,12,Other tanker trade loaded,307.963,,
2014,5400,Europe,13,Dry cargo loaded,1146.189,,
2014,5400,Europe,10,Total goods loaded,1672.86,,
2014,5400,Europe,21,Crude oil discharged,434.82,,
2014,5400,Europe,22,Other tanker trade discharged,310.258,,
2014,5400,Europe,23,Dry cargo discharged,1209.077,,
2014,5400,Europe,20,Total goods discharged,1954.155,,
2014,5500,Oceania,11,Crude oil loaded,13.582,,
2014,5500,Oceania,12,Other tanker trade loaded,41.972,,
2014,5500,Oceania,13,Dry cargo loaded,1183.582,,
2014,5500,Oceania,10,Total goods loaded,1239.136,,
2014,5500,Oceania,21,Crude oil discharged,28.077,,
2014,5500,Oceania,22,Other tanker trade discharged,22.911,,
2014,5500,Oceania,23,Dry cargo discharged,104.633,,
2014,5500,Oceania,20,Total goods discharged,155.622,,
2014,5600,Asia and Oceania,11,Crude oil loaded,913.008,,
2014,5600,Asia and Oceania,12,Other tanker trade loaded,523.08,,
2014,5600,Asia and Oceania,13,Dry cargo loaded,3845.634,,
2014,5600,Asia and Oceania,10,Total goods loaded,5281.722,,
2014,5600,Asia and Oceania,21,Crude oil discharged,999.685,,
2014,5600,Asia and Oceania,22,Other tanker trade discharged,503.834,,
2014,5600,Asia and Oceania,23,Dry cargo discharged,4409.185,,
2014,5600,Asia and Oceania,20,Total goods discharged,5912.704,,
2014,1400,Developing economies,11,Crude oil loaded,1431.708,,
2014,1400,Developing economies,12,Other tanker trade loaded,572.365,,
2014,1400,Developing economies,13,Dry cargo loaded,3500.279,,
2014,1400,Developing economies,10,Total goods loaded,5504.352,,
2014,1400,Developing economies,21,Crude oil discharged,767.502,,
2014,1400,Developing economies,22,Other tanker trade discharged,507.869,,
2014,1400,Developing economies,23,Dry cargo discharged,3961.181,,
2014,1400,Developing economies,20,Total goods discharged,5236.552,,
2014,1410,Developing economies: Africa,11,Crude oil loaded,304.329,,
2014,1410,Developing economies: Africa,12,Other tanker trade loaded,74.346,,
2014,1410,Developing economies: Africa,13,Dry cargo loaded,359.436,,
2014,1410,Developing economies: Africa,10,Total goods loaded,738.111,,
2014,1410,Developing economies: Africa,21,Crude oil discharged,37.19,,
2014,1410,Developing economies: Africa,22,Other tanker trade discharged,70.999,,
2014,1410,Developing economies: Africa,23,Dry cargo discharged,337,,
2014,1410,Developing economies: Africa,20,Total goods discharged,445.189,,
2014,1420,Developing economies: Americas,11,Crude oil loaded,232.601,,
2014,1420,Developing economies: Americas,12,Other tanker trade loaded,76.428,,
2014,1420,Developing economies: Americas,13,Dry cargo loaded,991.936,,
2014,1420,Developing economies: Americas,10,Total goods loaded,1300.965,,
2014,1420,Developing economies: Americas,21,Crude oil discharged,65.122,,
2014,1420,Developing economies: Americas,22,Other tanker trade discharged,99.807,,
2014,1420,Developing economies: Americas,23,Dry cargo discharged,406.777,,
2014,1420,Developing economies: Americas,20,Total goods discharged,571.705,,
2014,1460,Developing economies: Asia and Oceania,11,Crude oil loaded,894.778,,
2014,1460,Developing economies: Asia and Oceania,12,Other tanker trade loaded,421.591,,
2014,1460,Developing economies: Asia and Oceania,13,Dry cargo loaded,2148.906,,
2014,1460,Developing economies: Asia and Oceania,10,Total goods loaded,3465.275,,
2014,1460,Developing economies: Asia and Oceania,21,Crude oil discharged,665.19,,
2014,1460,Developing economies: Asia and Oceania,22,Other tanker trade discharged,337.063,,
2014,1460,Developing economies: Asia and Oceania,23,Dry cargo discharged,3217.404,,
2014,1460,Developing economies: Asia and Oceania,20,Total goods discharged,4219.657,,
2014,1430,Developing economies: Asia,11,Crude oil loaded,893.326,,
2014,1430,Developing economies: Asia,12,Other tanker trade loaded,417.508,,
2014,1430,Developing economies: Asia,13,Dry cargo loaded,2143.938,,
2014,1430,Developing economies: Asia,10,Total goods loaded,3454.772,,
2014,1430,Developing economies: Asia,21,Crude oil discharged,664.536,,
2014,1430,Developing economies: Asia,22,Other tanker trade discharged,332.752,,
2014,1430,Developing economies: Asia,23,Dry cargo discharged,3209.347,,
2014,1430,Developing economies: Asia,20,Total goods discharged,4206.635,,
2014,1450,Developing economies: Oceania,11,Crude oil loaded,1.452,,
2014,1450,Developing economies: Oceania,12,Other tanker trade loaded,4.083,,
2014,1450,Developing economies: Oceania,13,Dry cargo loaded,4.968,,
2014,1450,Developing economies: Oceania,10,Total goods loaded,10.504,,
2014,1450,Developing economies: Oceania,21,Crude oil discharged,0.654,,
2014,1450,Developing economies: Oceania,22,Other tanker trade discharged,4.311,,
2014,1450,Developing economies: Oceania,23,Dry cargo discharged,8.057,,
2014,1450,Developing economies: Oceania,20,Total goods discharged,13.022,,
2014,1500,Developed economies,11,Crude oil loaded,279.993,,
2014,1500,Developed economies,12,Other tanker trade loaded,549.135,,
2014,1500,Developed economies,13,Dry cargo loaded,3482.964,,
2014,1500,Developed economies,10,Total goods loaded,4312.092,,
2014,1500,Developed economies,21,Crude oil discharged,1082.654,,
2014,1500,Developed economies,22,Other tanker trade discharged,579.69,,
2014,1500,Developed economies,23,Dry cargo discharged,2821.058,,
2014,1500,Developed economies,20,Total goods discharged,4483.402,,
2014,1520,Developed economies: Americas,11,Crude oil loaded,43.055,,
2014,1520,Developed economies: Americas,12,Other tanker trade loaded,139.682,,
2014,1520,Developed economies: Americas,13,Dry cargo loaded,640.047,,
2014,1520,Developed economies: Americas,10,Total goods loaded,822.785,,
2014,1520,Developed economies: Americas,21,Crude oil discharged,313.339,,
2014,1520,Developed economies: Americas,22,Other tanker trade discharged,102.661,,
2014,1520,Developed economies: Americas,23,Dry cargo discharged,420.2,,
2014,1520,Developed economies: Americas,20,Total goods discharged,836.2,,
2014,1560,Developed economies: Asia and Oceania,11,Crude oil loaded,18.23,,
2014,1560,Developed economies: Asia and Oceania,12,Other tanker trade loaded,101.489,,
2014,1560,Developed economies: Asia and Oceania,13,Dry cargo loaded,1696.728,,
2014,1560,Developed economies: Asia and Oceania,10,Total goods loaded,1816.447,,
2014,1560,Developed economies: Asia and Oceania,21,Crude oil discharged,334.495,,
2014,1560,Developed economies: Asia and Oceania,22,Other tanker trade discharged,166.771,,
2014,1560,Developed economies: Asia and Oceania,23,Dry cargo discharged,1191.781,,
2014,1560,Developed economies: Asia and Oceania,20,Total goods discharged,1693.047,,
2014,1530,Developed economies: Asia,11,Crude oil loaded,6.1,,
2014,1530,Developed economies: Asia,12,Other tanker trade loaded,63.601,,
2014,1530,Developed economies: Asia,13,Dry cargo loaded,518.114,,
2014,1530,Developed economies: Asia,10,Total goods loaded,587.815,,
2014,1530,Developed economies: Asia,21,Crude oil discharged,307.072,,
2014,1530,Developed economies: Asia,22,Other tanker trade discharged,148.171,,
2014,1530,Developed economies: Asia,23,Dry cargo discharged,1095.204,,
2014,1530,Developed economies: Asia,20,Total goods discharged,1550.447,,
2014,1550,Developed economies: Oceania,11,Crude oil loaded,12.13,,
2014,1550,Developed economies: Oceania,12,Other tanker trade loaded,37.888,,
2014,1550,Developed economies: Oceania,13,Dry cargo loaded,1178.614,,
2014,1550,Developed economies: Oceania,10,Total goods loaded,1228.632,,
2014,1550,Developed economies: Oceania,21,Crude oil discharged,27.423,,
2014,1550,Developed economies: Oceania,22,Other tanker trade discharged,18.6,,
2014,1550,Developed economies: Oceania,23,Dry cargo discharged,96.577,,
2014,1550,Developed economies: Oceania,20,Total goods discharged,142.6,,
2014,1540,Developed economies: Europe,11,Crude oil loaded,218.708,,
2014,1540,Developed economies: Europe,12,Other tanker trade loaded,307.963,,
2014,1540,Developed economies: Europe,13,Dry cargo loaded,1146.189,,
2014,1540,Developed economies: Europe,10,Total goods loaded,1672.86,,
2014,1540,Developed economies: Europe,21,Crude oil discharged,434.82,,
2014,1540,Developed economies: Europe,22,Other tanker trade discharged,310.258,,
2014,1540,Developed economies: Europe,23,Dry cargo discharged,1209.077,,
2014,1540,Developed economies: Europe,20,Total goods discharged,1954.155,,
2015,0000,World,11,Crude oil loaded,1760.751,,
2015,0000,World,12,Other tanker trade loaded,1178.05,,
2015,0000,World,13,Dry cargo loaded,7074.325,,
2015,0000,World,10,Total goods loaded,10013.126,,
2015,0000,World,21,Crude oil discharged,1909.958,,
2015,0000,World,22,Other tanker trade discharged,1175.469,,
2015,0000,World,23,Dry cargo discharged,6879.3,,
2015,0000,World,20,Total goods discharged,9964.726,,
2015,5100,Africa,11,Crude oil loaded,293.676,,
2015,5100,Africa,12,Other tanker trade loaded,58.071,,
2015,5100,Africa,13,Dry cargo loaded,362.591,,
2015,5100,Africa,10,Total goods loaded,714.338,,
2015,5100,Africa,21,Crude oil discharged,39.35,,
2015,5100,Africa,22,Other tanker trade discharged,70.674,,
2015,5100,Africa,23,Dry cargo discharged,359.877,,
2015,5100,Africa,20,Total goods discharged,469.902,,
2015,5110,Northern Africa,11,Crude oil loaded,63.452,,
2015,5110,Northern Africa,12,Other tanker trade loaded,31.963,,
2015,5110,Northern Africa,13,Dry cargo loaded,82.113,,
2015,5110,Northern Africa,10,Total goods loaded,177.528,,
2015,5110,Northern Africa,21,Crude oil discharged,7.7,,
2015,5110,Northern Africa,22,Other tanker trade discharged,29.175,,
2015,5110,Northern Africa,23,Dry cargo discharged,188.07,,
2015,5110,Northern Africa,20,Total goods discharged,224.945,,
2015,5120,Sub-Saharan Africa,11,Crude oil loaded,230.224,,
2015,5120,Sub-Saharan Africa,12,Other tanker trade loaded,26.109,,
2015,5120,Sub-Saharan Africa,13,Dry cargo loaded,280.478,,
2015,5120,Sub-Saharan Africa,10,Total goods loaded,536.81,,
2015,5120,Sub-Saharan Africa,21,Crude oil discharged,31.65,,
2015,5120,Sub-Saharan Africa,22,Other tanker trade discharged,41.499,,
2015,5120,Sub-Saharan Africa,23,Dry cargo discharged,171.808,,
2015,5120,Sub-Saharan Africa,20,Total goods discharged,244.957,,
2015,5121,Eastern Africa,11,Crude oil loaded,0,,
2015,5121,Eastern Africa,12,Other tanker trade loaded,0.403,,
2015,5121,Eastern Africa,13,Dry cargo loaded,16.515,,
2015,5121,Eastern Africa,10,Total goods loaded,16.919,,
2015,5121,Eastern Africa,21,Crude oil discharged,0.6,,
2015,5121,Eastern Africa,22,Other tanker trade discharged,9.367,,
2015,5121,Eastern Africa,23,Dry cargo discharged,29.017,,
2015,5121,Eastern Africa,20,Total goods discharged,38.984,,
2015,5122,Middle Africa,11,Crude oil loaded,124.879,,
2015,5122,Middle Africa,12,Other tanker trade loaded,6.463,,
2015,5122,Middle Africa,13,Dry cargo loaded,12.631,,
2015,5122,Middle Africa,10,Total goods loaded,143.973,,
2015,5122,Middle Africa,21,Crude oil discharged,1.9,,
2015,5122,Middle Africa,22,Other tanker trade discharged,6.322,,
2015,5122,Middle Africa,23,Dry cargo discharged,16.513,,
2015,5122,Middle Africa,20,Total goods discharged,24.736,,
2015,5123,Southern Africa,11,Crude oil loaded,0,,
2015,5123,Southern Africa,12,Other tanker trade loaded,3,,
2015,5123,Southern Africa,13,Dry cargo loaded,174.65,,
2015,5123,Southern Africa,10,Total goods loaded,177.65,,
2015,5123,Southern Africa,21,Crude oil discharged,23.2,,
2015,5123,Southern Africa,22,Other tanker trade discharged,8.455,,
2015,5123,Southern Africa,23,Dry cargo discharged,25.67,,
2015,5123,Southern Africa,20,Total goods discharged,57.325,,
2015,5124,Western Africa,11,Crude oil loaded,105.345,,
2015,5124,Western Africa,12,Other tanker trade loaded,16.242,,
2015,5124,Western Africa,13,Dry cargo loaded,76.682,,
2015,5124,Western Africa,10,Total goods loaded,198.269,,
2015,5124,Western Africa,21,Crude oil discharged,5.95,,
2015,5124,Western Africa,22,Other tanker trade discharged,17.355,,
2015,5124,Western Africa,23,Dry cargo discharged,100.607,,
2015,5124,Western Africa,20,Total goods discharged,123.912,,
2015,5200,Americas,11,Crude oil loaded,274.531,,
2015,5200,Americas,12,Other tanker trade loaded,230.837,,
2015,5200,Americas,13,Dry cargo loaded,1724.308,,
2015,5200,Americas,10,Total goods loaded,2229.676,,
2015,5200,Americas,21,Crude oil discharged,355.101,,
2015,5200,Americas,22,Other tanker trade discharged,202.781,,
2015,5200,Americas,23,Dry cargo discharged,850.878,,
2015,5200,Americas,20,Total goods discharged,1408.76,,
2015,5210,Northern America,11,Crude oil loaded,51.055,,
2015,5210,Northern America,12,Other tanker trade loaded,147.019,,
2015,5210,Northern America,13,Dry cargo loaded,680.047,,
2015,5210,Northern America,10,Total goods loaded,878.121,,
2015,5210,Northern America,21,Crude oil discharged,289.339,,
2015,5210,Northern America,22,Other tanker trade discharged,100.661,,
2015,5210,Northern America,23,Dry cargo discharged,429.2,,
2015,5210,Northern America,20,Total goods discharged,819.2,,
2015,5220,Latin America and the Caribbean,11,Crude oil loaded,223.476,,
2015,5220,Latin America and the Caribbean,12,Other tanker trade loaded,83.818,,
2015,5220,Latin America and the Caribbean,13,Dry cargo loaded,1044.261,,
2015,5220,Latin America and the Caribbean,10,Total goods loaded,1351.555,,
2015,5220,Latin America and the Caribbean,21,Crude oil discharged,65.762,,
2015,5220,Latin America and the Caribbean,22,Other tanker trade discharged,102.12,,
2015,5220,Latin America and the Caribbean,23,Dry cargo discharged,421.678,,
2015,5220,Latin America and the Caribbean,20,Total goods discharged,589.56,,
2015,5221,Caribbean,11,Crude oil loaded,1.52,,
2015,5221,Caribbean,12,Other tanker trade loaded,32.356,,
2015,5221,Caribbean,13,Dry cargo loaded,19.276,,
2015,5221,Caribbean,10,Total goods loaded,53.152,,
2015,5221,Caribbean,21,Crude oil discharged,33.523,,
2015,5221,Caribbean,22,Other tanker trade discharged,15.322,,
2015,5221,Caribbean,23,Dry cargo discharged,32.56,,
2015,5221,Caribbean,20,Total goods discharged,81.405,,
2015,5222,Central America,11,Crude oil loaded,60.1,,
2015,5222,Central America,12,Other tanker trade loaded,10.75,,
2015,5222,Central America,13,Dry cargo loaded,83.384,,
2015,5222,Central America,10,Total goods loaded,154.234,,
2015,5222,Central America,21,Crude oil discharged,0.672,,
2015,5222,Central America,22,Other tanker trade discharged,38.264,,
2015,5222,Central America,23,Dry cargo discharged,104.928,,
2015,5222,Central America,20,Total goods discharged,143.863,,
2015,5223,South America,11,Crude oil loaded,161.856,,
2015,5223,South America,12,Other tanker trade loaded,40.712,,
2015,5223,South America,13,Dry cargo loaded,941.601,,
2015,5223,South America,10,Total goods loaded,1144.169,,
2015,5223,South America,21,Crude oil discharged,31.567,,
2015,5223,South America,22,Other tanker trade discharged,48.534,,
2015,5223,South America,23,Dry cargo discharged,284.19,,
2015,5223,South America,20,Total goods discharged,364.291,,
2015,5300,Asia,11,Crude oil loaded,948.075,,
2015,5300,Asia,12,Other tanker trade loaded,531.433,,
2015,5300,Asia,13,Dry cargo loaded,2617.82,,
2015,5300,Asia,10,Total goods loaded,4097.328,,
2015,5300,Asia,21,Crude oil discharged,999.468,,
2015,5300,Asia,22,Other tanker trade discharged,557.551,,
2015,5300,Asia,23,Dry cargo discharged,4346.93,,
2015,5300,Asia,20,Total goods discharged,5903.949,,
2015,5310,Central Asia,11,Crude oil loaded,0,,
2015,5310,Central Asia,12,Other tanker trade loaded,0,,
2015,5310,Central Asia,13,Dry cargo loaded,0,,
2015,5310,Central Asia,10,Total goods loaded,0,,
2015,5310,Central Asia,21,Crude oil discharged,0,,
2015,5310,Central Asia,22,Other tanker trade discharged,0,,
2015,5310,Central Asia,23,Dry cargo discharged,0,,
2015,5310,Central Asia,20,Total goods discharged,0,,
2015,5330,Eastern Asia,11,Crude oil loaded,9.3,,
2015,5330,Eastern Asia,12,Other tanker trade loaded,110.501,,
2015,5330,Eastern Asia,13,Dry cargo loaded,1103.204,,
2015,5330,Eastern Asia,10,Total goods loaded,1223.005,,
2015,5330,Eastern Asia,21,Crude oil discharged,639.446,,
2015,5330,Eastern Asia,22,Other tanker trade discharged,269.851,,
2015,5330,Eastern Asia,23,Dry cargo discharged,2989.929,,
2015,5330,Eastern Asia,20,Total goods discharged,3899.226,,
2015,5350,South-eastern Asia,11,Crude oil loaded,49.85,,
2015,5350,South-eastern Asia,12,Other tanker trade loaded,133.211,,
2015,5350,South-eastern Asia,13,Dry cargo loaded,950.098,,
2015,5350,South-eastern Asia,10,Total goods loaded,1133.159,,
2015,5350,South-eastern Asia,21,Crude oil discharged,124.634,,
2015,5350,South-eastern Asia,22,Other tanker trade discharged,165.729,,
2015,5350,South-eastern Asia,23,Dry cargo discharged,496.164,,
2015,5350,South-eastern Asia,20,Total goods discharged,786.527,,
2015,5320,Southern Asia,11,Crude oil loaded,50.215,,
2015,5320,Southern Asia,12,Other tanker trade loaded,87.102,,
2015,5320,Southern Asia,13,Dry cargo loaded,231.11,,
2015,5320,Southern Asia,10,Total goods loaded,368.427,,
2015,5320,Southern Asia,21,Crude oil discharged,202.107,,
2015,5320,Southern Asia,22,Other tanker trade discharged,36.474,,
2015,5320,Southern Asia,23,Dry cargo discharged,401.048,,
2015,5320,Southern Asia,20,Total goods discharged,639.63,,
2015,5340,Western Asia,11,Crude oil loaded,838.71,,
2015,5340,Western Asia,12,Other tanker trade loaded,200.619,,
2015,5340,Western Asia,13,Dry cargo loaded,333.408,,
2015,5340,Western Asia,10,Total goods loaded,1372.737,,
2015,5340,Western Asia,21,Crude oil discharged,33.281,,
2015,5340,Western Asia,22,Other tanker trade discharged,85.497,,
2015,5340,Western Asia,23,Dry cargo discharged,459.789,,
2015,5340,Western Asia,20,Total goods discharged,578.566,,
2015,5400,Europe,11,Crude oil loaded,229.394,,
2015,5400,Europe,12,Other tanker trade loaded,311.046,,
2015,5400,Europe,13,Dry cargo loaded,1167.235,,
2015,5400,Europe,10,Total goods loaded,1707.675,,
2015,5400,Europe,21,Crude oil discharged,487.738,,
2015,5400,Europe,22,Other tanker trade discharged,319.988,,
2015,5400,Europe,23,Dry cargo discharged,1213.362,,
2015,5400,Europe,20,Total goods discharged,2021.088,,
2015,5500,Oceania,11,Crude oil loaded,15.074,,
2015,5500,Oceania,12,Other tanker trade loaded,46.664,,
2015,5500,Oceania,13,Dry cargo loaded,1202.37,,
2015,5500,Oceania,10,Total goods loaded,1264.109,,
2015,5500,Oceania,21,Crude oil discharged,28.301,,
2015,5500,Oceania,22,Other tanker trade discharged,24.474,,
2015,5500,Oceania,23,Dry cargo discharged,108.253,,
2015,5500,Oceania,20,Total goods discharged,161.028,,
2015,5600,Asia and Oceania,11,Crude oil loaded,963.149,,
2015,5600,Asia and Oceania,12,Other tanker trade loaded,578.097,,
2015,5600,Asia and Oceania,13,Dry cargo loaded,3820.191,,
2015,5600,Asia and Oceania,10,Total goods loaded,5361.436,,
2015,5600,Asia and Oceania,21,Crude oil discharged,1027.769,,
2015,5600,Asia and Oceania,22,Other tanker trade discharged,582.026,,
2015,5600,Asia and Oceania,23,Dry cargo discharged,4455.183,,
2015,5600,Asia and Oceania,20,Total goods discharged,6064.977,,
2015,1400,Developing economies,11,Crude oil loaded,1460.371,,
2015,1400,Developing economies,12,Other tanker trade loaded,612.697,,
2015,1400,Developing economies,13,Dry cargo loaded,3496.615,,
2015,1400,Developing economies,10,Total goods loaded,5569.683,,
2015,1400,Developing economies,21,Crude oil discharged,803.386,,
2015,1400,Developing economies,22,Other tanker trade discharged,583.949,,
2015,1400,Developing economies,23,Dry cargo discharged,4047.257,,
2015,1400,Developing economies,20,Total goods discharged,5434.592,,
2015,1410,Developing economies: Africa,11,Crude oil loaded,293.676,,
2015,1410,Developing economies: Africa,12,Other tanker trade loaded,58.071,,
2015,1410,Developing economies: Africa,13,Dry cargo loaded,362.591,,
2015,1410,Developing economies: Africa,10,Total goods loaded,714.338,,
2015,1410,Developing economies: Africa,21,Crude oil discharged,39.35,,
2015,1410,Developing economies: Africa,22,Other tanker trade discharged,70.674,,
2015,1410,Developing economies: Africa,23,Dry cargo discharged,359.877,,
2015,1410,Developing economies: Africa,20,Total goods discharged,469.902,,
2015,1420,Developing economies: Americas,11,Crude oil loaded,223.476,,
2015,1420,Developing economies: Americas,12,Other tanker trade loaded,83.818,,
2015,1420,Developing economies: Americas,13,Dry cargo loaded,1044.261,,
2015,1420,Developing economies: Americas,10,Total goods loaded,1351.555,,
2015,1420,Developing economies: Americas,21,Crude oil discharged,65.762,,
2015,1420,Developing economies: Americas,22,Other tanker trade discharged,102.12,,
2015,1420,Developing economies: Americas,23,Dry cargo discharged,421.678,,
2015,1420,Developing economies: Americas,20,Total goods discharged,589.56,,
