Year,Economy,Economy Label,CargoType,CargoType Label,Metric tons in millions,Metric tons in millions Footnote,Metric tons in millions Missing value
2008,1430,Developing economies: Asia,10,Total goods loaded,2930.949,,
2008,1430,Developing economies: Asia,21,Crude oil discharged,460.577,,
2008,1430,Developing economies: Asia,22,Other tanker trade discharged,262.649,,
2008,1430,Developing economies: Asia,23,Dry cargo discharged,2037.629,,
2008,1430,Developing economies: Asia,20,Total goods discharged,2760.856,,
2008,1450,Developing economies: Oceania,11,Crude oil loaded,1.109,,
2008,1450,Developing economies: Oceania,12,Other tanker trade loaded,0.23,,
2008,1450,Developing economies: Oceania,13,Dry cargo loaded,4.757,,
2008,1450,Developing economies: Oceania,10,Total goods loaded,6.096,,
2008,1450,Developing economies: Oceania,21,Crude oil discharged,0.517,,
2008,1450,Developing economies: Oceania,22,Other tanker trade discharged,4.946,,
2008,1450,Developing economies: Oceania,23,Dry cargo discharged,8.099,,
2008,1450,Developing economies: Oceania,20,Total goods discharged,13.562,,
2008,1500,Developed economies,11,Crude oil loaded,264.828,,
2008,1500,Developed economies,12,Other tanker trade loaded,464.735,,
2008,1500,Developed economies,13,Dry cargo loaded,2689.341,,
2008,1500,Developed economies,10,Total goods loaded,3418.903,,
2008,1500,Developed economies,21,Crude oil discharged,1362.458,,
2008,1500,Developed economies,22,Other tanker trade discharged,551.777,,
2008,1500,Developed economies,23,Dry cargo discharged,2796.435,,
2008,1500,Developed economies,20,Total goods discharged,4710.67,,
2008,1520,Developed economies: Americas,11,Crude oil loaded,24.106,,
2008,1520,Developed economies: Americas,12,Other tanker trade loaded,119.006,,
2008,1520,Developed economies: Americas,13,Dry cargo loaded,549.411,,
2008,1520,Developed economies: Americas,10,Total goods loaded,692.522,,
2008,1520,Developed economies: Americas,21,Crude oil discharged,481.289,,
2008,1520,Developed economies: Americas,22,Other tanker trade discharged,138.87,,
2008,1520,Developed economies: Americas,23,Dry cargo discharged,414.327,,
2008,1520,Developed economies: Americas,20,Total goods discharged,1034.486,,
2008,1560,Developed economies: Asia and Oceania,11,Crude oil loaded,16.715,,
2008,1560,Developed economies: Asia and Oceania,12,Other tanker trade loaded,50.6,,
2008,1560,Developed economies: Asia and Oceania,13,Dry cargo loaded,1146.346,,
2008,1560,Developed economies: Asia and Oceania,10,Total goods loaded,1213.662,,
2008,1560,Developed economies: Asia and Oceania,21,Crude oil discharged,387.018,,
2008,1560,Developed economies: Asia and Oceania,22,Other tanker trade discharged,136.9,,
2008,1560,Developed economies: Asia and Oceania,23,Dry cargo discharged,1093.571,,
2008,1560,Developed economies: Asia and Oceania,20,Total goods discharged,1617.489,,
2008,1530,Developed economies: Asia,11,Crude oil loaded,0,,
2008,1530,Developed economies: Asia,12,Other tanker trade loaded,46.777,,
2008,1530,Developed economies: Asia,13,Dry cargo loaded,427.825,,
2008,1530,Developed economies: Asia,10,Total goods loaded,474.601,,
2008,1530,Developed economies: Asia,21,Crude oil discharged,359.721,,
2008,1530,Developed economies: Asia,22,Other tanker trade discharged,117.702,,
2008,1530,Developed economies: Asia,23,Dry cargo discharged,1036.883,,
2008,1530,Developed economies: Asia,20,Total goods discharged,1514.306,,
2008,1550,Developed economies: Oceania,11,Crude oil loaded,16.715,,
2008,1550,Developed economies: Oceania,12,Other tanker trade loaded,3.823,,
2008,1550,Developed economies: Oceania,13,Dry cargo loaded,718.522,,
2008,1550,Developed economies: Oceania,10,Total goods loaded,739.06,,
2008,1550,Developed economies: Oceania,21,Crude oil discharged,27.297,,
2008,1550,Developed economies: Oceania,22,Other tanker trade discharged,19.198,,
2008,1550,Developed economies: Oceania,23,Dry cargo discharged,56.688,,
2008,1550,Developed economies: Oceania,20,Total goods discharged,103.183,,
2008,1540,Developed economies: Europe,11,Crude oil loaded,224.007,,
2008,1540,Developed economies: Europe,12,Other tanker trade loaded,295.129,,
2008,1540,Developed economies: Europe,13,Dry cargo loaded,993.584,,
2008,1540,Developed economies: Europe,10,Total goods loaded,1512.719,,
2008,1540,Developed economies: Europe,21,Crude oil discharged,494.152,,
2008,1540,Developed economies: Europe,22,Other tanker trade discharged,276.007,,
2008,1540,Developed economies: Europe,23,Dry cargo discharged,1288.537,,
2008,1540,Developed economies: Europe,20,Total goods discharged,2058.696,,
2009,0000,World,11,Crude oil loaded,1710.139,,
2009,0000,World,12,Other tanker trade loaded,931.141,,
2009,0000,World,13,Dry cargo loaded,5176.829,,
2009,0000,World,10,Total goods loaded,7818.109,,
2009,0000,World,21,Crude oil discharged,1874.597,,
2009,0000,World,22,Other tanker trade discharged,922.699,,
2009,0000,World,23,Dry cargo discharged,5044.116,,
2009,0000,World,20,Total goods discharged,7841.412,,
2009,5100,Africa,11,Crude oil loaded,354.001,,
2009,5100,Africa,12,Other tanker trade loaded,82.959,,
2009,5100,Africa,13,Dry cargo loaded,273.095,,
2009,5100,Africa,10,Total goods loaded,710.055,,
2009,5100,Africa,21,Crude oil discharged,44.6,,
2009,5100,Africa,22,Other tanker trade discharged,39.763,,
2009,5100,Africa,23,Dry cargo discharged,301.838,,
2009,5100,Africa,20,Total goods discharged,386.201,,
2009,5110,Northern Africa,11,Crude oil loaded,120.045,,
2009,5110,Northern Africa,12,Other tanker trade loaded,65.441,,
2009,5110,Northern Africa,13,Dry cargo loaded,72.16,,
2009,5110,Northern Africa,10,Total goods loaded,257.646,,
2009,5110,Northern Africa,21,Crude oil discharged,12.243,,
2009,5110,Northern Africa,22,Other tanker trade discharged,15.029,,
2009,5110,Northern Africa,23,Dry cargo discharged,163.027,,
2009,5110,Northern Africa,20,Total goods discharged,190.299,,
2009,5120,Sub-Saharan Africa,11,Crude oil loaded,233.956,,
2009,5120,Sub-Saharan Africa,12,Other tanker trade loaded,17.518,,
2009,5120,Sub-Saharan Africa,13,Dry cargo loaded,200.935,,
2009,5120,Sub-Saharan Africa,10,Total goods loaded,452.409,,
2009,5120,Sub-Saharan Africa,21,Crude oil discharged,32.357,,
2009,5120,Sub-Saharan Africa,22,Other tanker trade discharged,24.734,,
2009,5120,Sub-Saharan Africa,23,Dry cargo discharged,138.811,,
2009,5120,Sub-Saharan Africa,20,Total goods discharged,195.902,,
2009,5121,Eastern Africa,11,Crude oil loaded,0,,
2009,5121,Eastern Africa,12,Other tanker trade loaded,0,,
2009,5121,Eastern Africa,13,Dry cargo loaded,19.597,,
2009,5121,Eastern Africa,10,Total goods loaded,19.597,,
2009,5121,Eastern Africa,21,Crude oil discharged,1.737,,
2009,5121,Eastern Africa,22,Other tanker trade discharged,8.514,,
2009,5121,Eastern Africa,23,Dry cargo discharged,17.938,,
2009,5121,Eastern Africa,20,Total goods discharged,28.189,,
2009,5122,Middle Africa,11,Crude oil loaded,129.264,,
2009,5122,Middle Africa,12,Other tanker trade loaded,1.979,,
2009,5122,Middle Africa,13,Dry cargo loaded,8.502,,
2009,5122,Middle Africa,10,Total goods loaded,139.745,,
2009,5122,Middle Africa,21,Crude oil discharged,1.87,,
2009,5122,Middle Africa,22,Other tanker trade discharged,2.749,,
2009,5122,Middle Africa,23,Dry cargo discharged,9.874,,
2009,5122,Middle Africa,20,Total goods discharged,14.494,,
2009,5123,Southern Africa,11,Crude oil loaded,0.268,,
2009,5123,Southern Africa,12,Other tanker trade loaded,5.084,,
2009,5123,Southern Africa,13,Dry cargo loaded,131.479,,
2009,5123,Southern Africa,10,Total goods loaded,136.831,,
2009,5123,Southern Africa,21,Crude oil discharged,21.963,,
2009,5123,Southern Africa,22,Other tanker trade discharged,2.682,,
2009,5123,Southern Africa,23,Dry cargo discharged,44.796,,
2009,5123,Southern Africa,20,Total goods discharged,69.441,,
2009,5124,Western Africa,11,Crude oil loaded,104.424,,
2009,5124,Western Africa,12,Other tanker trade loaded,10.455,,
2009,5124,Western Africa,13,Dry cargo loaded,41.357,,
2009,5124,Western Africa,10,Total goods loaded,156.235,,
2009,5124,Western Africa,21,Crude oil discharged,6.786,,
2009,5124,Western Africa,22,Other tanker trade discharged,10.789,,
2009,5124,Western Africa,23,Dry cargo discharged,66.203,,
2009,5124,Western Africa,20,Total goods discharged,83.779,,
2009,5200,Americas,11,Crude oil loaded,249.595,,
2009,5200,Americas,12,Other tanker trade loaded,197.728,,
2009,5200,Americas,13,Dry cargo loaded,1228.612,,
2009,5200,Americas,10,Total goods loaded,1675.935,,
2009,5200,Americas,21,Crude oil discharged,509.535,,
2009,5200,Americas,22,Other tanker trade discharged,205.55,,
2009,5200,Americas,23,Dry cargo discharged,540.428,,
2009,5200,Americas,20,Total goods discharged,1255.513,,
2009,5210,Northern America,11,Crude oil loaded,23.88,,
2009,5210,Northern America,12,Other tanker trade loaded,123.755,,
2009,5210,Northern America,13,Dry cargo loaded,498.498,,
2009,5210,Northern America,10,Total goods loaded,646.133,,
2009,5210,Northern America,21,Crude oil discharged,445.184,,
2009,5210,Northern America,22,Other tanker trade discharged,131.997,,
2009,5210,Northern America,23,Dry cargo discharged,306.426,,
2009,5210,Northern America,20,Total goods discharged,883.607,,
2009,5220,Latin America and the Caribbean,11,Crude oil loaded,225.715,,
2009,5220,Latin America and the Caribbean,12,Other tanker trade loaded,73.973,,
2009,5220,Latin America and the Caribbean,13,Dry cargo loaded,730.114,,
2009,5220,Latin America and the Caribbean,10,Total goods loaded,1029.802,,
2009,5220,Latin America and the Caribbean,21,Crude oil discharged,64.351,,
2009,5220,Latin America and the Caribbean,22,Other tanker trade discharged,73.553,,
2009,5220,Latin America and the Caribbean,23,Dry cargo discharged,234.002,,
2009,5220,Latin America and the Caribbean,20,Total goods discharged,371.906,,
2009,5221,Caribbean,11,Crude oil loaded,3.753,,
2009,5221,Caribbean,12,Other tanker trade loaded,20.375,,
2009,5221,Caribbean,13,Dry cargo loaded,18.697,,
2009,5221,Caribbean,10,Total goods loaded,42.825,,
2009,5221,Caribbean,21,Crude oil discharged,31.452,,
2009,5221,Caribbean,22,Other tanker trade discharged,20.156,,
2009,5221,Caribbean,23,Dry cargo discharged,19.922,,
2009,5221,Caribbean,20,Total goods discharged,71.53,,
2009,5222,Central America,11,Crude oil loaded,71.325,,
2009,5222,Central America,12,Other tanker trade loaded,7.03,,
2009,5222,Central America,13,Dry cargo loaded,52.264,,
2009,5222,Central America,10,Total goods loaded,130.619,,
2009,5222,Central America,21,Crude oil discharged,2.152,,
2009,5222,Central America,22,Other tanker trade discharged,26.597,,
2009,5222,Central America,23,Dry cargo discharged,67.311,,
2009,5222,Central America,20,Total goods discharged,96.06,,
2009,5223,South America,11,Crude oil loaded,150.637,,
2009,5223,South America,12,Other tanker trade loaded,46.568,,
2009,5223,South America,13,Dry cargo loaded,659.153,,
2009,5223,South America,10,Total goods loaded,856.359,,
2009,5223,South America,21,Crude oil discharged,30.747,,
2009,5223,South America,22,Other tanker trade discharged,26.8,,
2009,5223,South America,23,Dry cargo discharged,146.769,,
2009,5223,South America,20,Total goods discharged,204.316,,
2009,5300,Asia,11,Crude oil loaded,874.479,,
2009,5300,Asia,12,Other tanker trade loaded,367.773,,
2009,5300,Asia,13,Dry cargo loaded,1989.534,,
2009,5300,Asia,10,Total goods loaded,3231.786,,
2009,5300,Asia,21,Crude oil discharged,827.069,,
2009,5300,Asia,22,Other tanker trade discharged,372.943,,
2009,5300,Asia,23,Dry cargo discharged,3116.424,,
2009,5300,Asia,20,Total goods discharged,4316.436,,
2009,5310,Central Asia,11,Crude oil loaded,0,,
2009,5310,Central Asia,12,Other tanker trade loaded,0,,
2009,5310,Central Asia,13,Dry cargo loaded,0,,
2009,5310,Central Asia,10,Total goods loaded,0,,
2009,5310,Central Asia,21,Crude oil discharged,0,,
2009,5310,Central Asia,22,Other tanker trade discharged,0,,
2009,5310,Central Asia,23,Dry cargo discharged,0,,
2009,5310,Central Asia,20,Total goods discharged,0,,
2009,5330,Eastern Asia,11,Crude oil loaded,4.7,,
2009,5330,Eastern Asia,12,Other tanker trade loaded,87.03,,
2009,5330,Eastern Asia,13,Dry cargo loaded,743.678,,
2009,5330,Eastern Asia,10,Total goods loaded,835.407,,
2009,5330,Eastern Asia,21,Crude oil discharged,526.055,,
2009,5330,Eastern Asia,22,Other tanker trade discharged,189.709,,
2009,5330,Eastern Asia,23,Dry cargo discharged,2068.947,,
2009,5330,Eastern Asia,20,Total goods discharged,2784.711,,
2009,5350,South-eastern Asia,11,Crude oil loaded,47.659,,
2009,5350,South-eastern Asia,12,Other tanker trade loaded,94.746,,
2009,5350,South-eastern Asia,13,Dry cargo loaded,840.508,,
2009,5350,South-eastern Asia,10,Total goods loaded,982.913,,
2009,5350,South-eastern Asia,21,Crude oil discharged,115.155,,
2009,5350,South-eastern Asia,22,Other tanker trade discharged,90.698,,
2009,5350,South-eastern Asia,23,Dry cargo discharged,332.319,,
2009,5350,South-eastern Asia,20,Total goods discharged,538.172,,
2009,5320,Southern Asia,11,Crude oil loaded,102.9,,
2009,5320,Southern Asia,12,Other tanker trade loaded,47.355,,
2009,5320,Southern Asia,13,Dry cargo loaded,204.491,,
2009,5320,Southern Asia,10,Total goods loaded,354.746,,
2009,5320,Southern Asia,21,Crude oil discharged,152.744,,
2009,5320,Southern Asia,22,Other tanker trade discharged,34.973,,
2009,5320,Southern Asia,23,Dry cargo discharged,385.403,,
2009,5320,Southern Asia,20,Total goods discharged,573.12,,
2009,5340,Western Asia,11,Crude oil loaded,719.22,,
2009,5340,Western Asia,12,Other tanker trade loaded,138.641,,
2009,5340,Western Asia,13,Dry cargo loaded,200.858,,
2009,5340,Western Asia,10,Total goods loaded,1058.719,,
2009,5340,Western Asia,21,Crude oil discharged,33.115,,
2009,5340,Western Asia,22,Other tanker trade discharged,57.563,,
2009,5340,Western Asia,23,Dry cargo discharged,329.755,,
2009,5340,Western Asia,20,Total goods discharged,420.433,,
2009,5400,Europe,11,Crude oil loaded,218.018,,
2009,5400,Europe,12,Other tanker trade loaded,277.697,,
2009,5400,Europe,13,Dry cargo loaded,957.274,,
2009,5400,Europe,10,Total goods loaded,1452.989,,
2009,5400,Europe,21,Crude oil discharged,471.394,,
2009,5400,Europe,22,Other tanker trade discharged,285.595,,
2009,5400,Europe,23,Dry cargo discharged,1016.45,,
2009,5400,Europe,20,Total goods discharged,1773.44,,
2009,5500,Oceania,11,Crude oil loaded,14.046,,
2009,5500,Oceania,12,Other tanker trade loaded,4.985,,
2009,5500,Oceania,13,Dry cargo loaded,728.314,,
2009,5500,Oceania,10,Total goods loaded,747.345,,
2009,5500,Oceania,21,Crude oil discharged,21.999,,
2009,5500,Oceania,22,Other tanker trade discharged,18.847,,
2009,5500,Oceania,23,Dry cargo discharged,68.976,,
2009,5500,Oceania,20,Total goods discharged,109.822,,
2009,5600,Asia and Oceania,11,Crude oil loaded,888.525,,
2009,5600,Asia and Oceania,12,Other tanker trade loaded,372.758,,
2009,5600,Asia and Oceania,13,Dry cargo loaded,2717.848,,
2009,5600,Asia and Oceania,10,Total goods loaded,3979.131,,
2009,5600,Asia and Oceania,21,Crude oil discharged,849.068,,
2009,5600,Asia and Oceania,22,Other tanker trade discharged,391.79,,
2009,5600,Asia and Oceania,23,Dry cargo discharged,3185.4,,
2009,5600,Asia and Oceania,20,Total goods discharged,4426.258,,
2009,1400,Developing economies,11,Crude oil loaded,1455.295,,
2009,1400,Developing economies,12,Other tanker trade loaded,477.565,,
2009,1400,Developing economies,13,Dry cargo loaded,2607.222,,
2009,1400,Developing economies,10,Total goods loaded,4540.082,,
2009,1400,Developing economies,21,Crude oil discharged,633.078,,
2009,1400,Developing economies,22,Other tanker trade discharged,359.362,,
2009,1400,Developing economies,23,Dry cargo discharged,2815.505,,
2009,1400,Developing economies,20,Total goods discharged,3807.945,,
2009,1410,Developing economies: Africa,11,Crude oil loaded,354.001,,
2009,1410,Developing economies: Africa,12,Other tanker trade loaded,82.959,,
2009,1410,Developing economies: Africa,13,Dry cargo loaded,273.095,,
2009,1410,Developing economies: Africa,10,Total goods loaded,710.055,,
2009,1410,Developing economies: Africa,21,Crude oil discharged,44.6,,
2009,1410,Developing economies: Africa,22,Other tanker trade discharged,39.763,,
2009,1410,Developing economies: Africa,23,Dry cargo discharged,301.838,,
2009,1410,Developing economies: Africa,20,Total goods discharged,386.201,,
2009,1420,Developing economies: Americas,11,Crude oil loaded,225.715,,
2009,1420,Developing economies: Americas,12,Other tanker trade loaded,73.973,,
2009,1420,Developing economies: Americas,13,Dry cargo loaded,730.114,,
2009,1420,Developing economies: Americas,10,Total goods loaded,1029.802,,
2009,1420,Developing economies: Americas,21,Crude oil discharged,64.351,,
2009,1420,Developing economies: Americas,22,Other tanker trade discharged,73.553,,
2009,1420,Developing economies: Americas,23,Dry cargo discharged,234.002,,
2009,1420,Developing economies: Americas,20,Total goods discharged,371.906,,
2009,1460,Developing economies: Asia and Oceania,11,Crude oil loaded,875.579,,
2009,1460,Developing economies: Asia and Oceania,12,Other tanker trade loaded,320.633,,
2009,1460,Developing economies: Asia and Oceania,13,Dry cargo loaded,1604.013,,
2009,1460,Developing economies: Asia and Oceania,10,Total goods loaded,2800.225,,
2009,1460,Developing economies: Asia and Oceania,21,Crude oil discharged,524.127,,
2009,1460,Developing economies: Asia and Oceania,22,Other tanker trade discharged,246.046,,
2009,1460,Developing economies: Asia and Oceania,23,Dry cargo discharged,2279.665,,
2009,1460,Developing economies: Asia and Oceania,20,Total goods discharged,3049.837,,
2009,1430,Developing economies: Asia,11,Crude oil loaded,874.479,,
2009,1430,Developing economies: Asia,12,Other tanker trade loaded,320.414,,
2009,1430,Developing economies: Asia,13,Dry cargo loaded,1599.135,,
2009,1430,Developing economies: Asia,10,Total goods loaded,2794.028,,
2009,1430,Developing economies: Asia,21,Crude oil discharged,523.622,,
2009,1430,Developing economies: Asia,22,Other tanker trade discharged,241.022,,
2009,1430,Developing economies: Asia,23,Dry cargo discharged,2271.507,,
2009,1430,Developing economies: Asia,20,Total goods discharged,3036.15,,
2009,1450,Developing economies: Oceania,11,Crude oil loaded,1.1,,
2009,1450,Developing economies: Oceania,12,Other tanker trade loaded,0.219,,
2009,1450,Developing economies: Oceania,13,Dry cargo loaded,4.877,,
2009,1450,Developing economies: Oceania,10,Total goods loaded,6.196,,
2009,1450,Developing economies: Oceania,21,Crude oil discharged,0.505,,
2009,1450,Developing economies: Oceania,22,Other tanker trade discharged,5.024,,
2009,1450,Developing economies: Oceania,23,Dry cargo discharged,8.158,,
2009,1450,Developing economies: Oceania,20,Total goods discharged,13.687,,
2009,1500,Developed economies,11,Crude oil loaded,254.844,,
2009,1500,Developed economies,12,Other tanker trade loaded,453.576,,
2009,1500,Developed economies,13,Dry cargo loaded,2569.607,,
2009,1500,Developed economies,10,Total goods loaded,3278.028,,
2009,1500,Developed economies,21,Crude oil discharged,1241.519,,
2009,1500,Developed economies,22,Other tanker trade discharged,563.337,,
2009,1500,Developed economies,23,Dry cargo discharged,2228.611,,
2009,1500,Developed economies,20,Total goods discharged,4033.467,,
2009,1520,Developed economies: Americas,11,Crude oil loaded,23.88,,
2009,1520,Developed economies: Americas,12,Other tanker trade loaded,123.755,,
2009,1520,Developed economies: Americas,13,Dry cargo loaded,498.498,,
2009,1520,Developed economies: Americas,10,Total goods loaded,646.133,,
2009,1520,Developed economies: Americas,21,Crude oil discharged,445.184,,
2009,1520,Developed economies: Americas,22,Other tanker trade discharged,131.997,,
2009,1520,Developed economies: Americas,23,Dry cargo discharged,306.426,,
2009,1520,Developed economies: Americas,20,Total goods discharged,883.607,,
2009,1560,Developed economies: Asia and Oceania,11,Crude oil loaded,12.946,,
2009,1560,Developed economies: Asia and Oceania,12,Other tanker trade loaded,52.124,,
2009,1560,Developed economies: Asia and Oceania,13,Dry cargo loaded,1113.836,,
2009,1560,Developed economies: Asia and Oceania,10,Total goods loaded,1178.906,,
2009,1560,Developed economies: Asia and Oceania,21,Crude oil discharged,324.941,,
2009,1560,Developed economies: Asia and Oceania,22,Other tanker trade discharged,145.744,,
2009,1560,Developed economies: Asia and Oceania,23,Dry cargo discharged,905.735,,
2009,1560,Developed economies: Asia and Oceania,20,Total goods discharged,1376.42,,
2009,1530,Developed economies: Asia,11,Crude oil loaded,0,,
2009,1530,Developed economies: Asia,12,Other tanker trade loaded,47.359,,
2009,1530,Developed economies: Asia,13,Dry cargo loaded,390.399,,
2009,1530,Developed economies: Asia,10,Total goods loaded,437.758,,
2009,1530,Developed economies: Asia,21,Crude oil discharged,303.447,,
2009,1530,Developed economies: Asia,22,Other tanker trade discharged,131.921,,
2009,1530,Developed economies: Asia,23,Dry cargo discharged,844.917,,
2009,1530,Developed economies: Asia,20,Total goods discharged,1280.285,,
2009,1550,Developed economies: Oceania,11,Crude oil loaded,12.946,,
2009,1550,Developed economies: Oceania,12,Other tanker trade loaded,4.766,,
2009,1550,Developed economies: Oceania,13,Dry cargo loaded,723.437,,
2009,1550,Developed economies: Oceania,10,Total goods loaded,741.149,,
2009,1550,Developed economies: Oceania,21,Crude oil discharged,21.494,,
2009,1550,Developed economies: Oceania,22,Other tanker trade discharged,13.823,,
2009,1550,Developed economies: Oceania,23,Dry cargo discharged,60.818,,
2009,1550,Developed economies: Oceania,20,Total goods discharged,96.135,,
2009,1540,Developed economies: Europe,11,Crude oil loaded,218.018,,
2009,1540,Developed economies: Europe,12,Other tanker trade loaded,277.697,,
2009,1540,Developed economies: Europe,13,Dry cargo loaded,957.274,,
2009,1540,Developed economies: Europe,10,Total goods loaded,1452.989,,
2009,1540,Developed economies: Europe,21,Crude oil discharged,471.394,,
2009,1540,Developed economies: Europe,22,Other tanker trade discharged,285.595,,
2009,1540,Developed economies: Europe,23,Dry cargo discharged,1016.45,,
2009,1540,Developed economies: Europe,20,Total goods discharged,1773.44,,
2010,0000,World,11,Crude oil loaded,1784.592,,
2010,0000,World,12,Other tanker trade loaded,967.716,,
2010,0000,World,13,Dry cargo loaded,5648.615,,
2010,0000,World,10,Total goods loaded,8400.924,,
2010,0000,World,21,Crude oil discharged,1939.385,,
2010,0000,World,22,Other tanker trade discharged,970.725,,
2010,0000,World,23,Dry cargo discharged,5454.046,,
2010,0000,World,20,Total goods discharged,8364.157,,
2010,5100,Africa,11,Crude oil loaded,343.596,,
2010,5100,Africa,12,Other tanker trade loaded,81.523,,
2010,5100,Africa,13,Dry cargo loaded,301.276,,
2010,5100,Africa,10,Total goods loaded,726.395,,
2010,5100,Africa,21,Crude oil discharged,42.02,,
2010,5100,Africa,22,Other tanker trade discharged,39.337,,
2010,5100,Africa,23,Dry cargo discharged,319.35,,
2010,5100,Africa,20,Total goods discharged,400.707,,
2010,5110,Northern Africa,11,Crude oil loaded,122.584,,
2010,5110,Northern Africa,12,Other tanker trade loaded,65.01,,
2010,5110,Northern Africa,13,Dry cargo loaded,78.506,,
2010,5110,Northern Africa,10,Total goods loaded,266.1,,
2010,5110,Northern Africa,21,Crude oil discharged,11.264,,
2010,5110,Northern Africa,22,Other tanker trade discharged,15.141,,
2010,5110,Northern Africa,23,Dry cargo discharged,178.088,,
2010,5110,Northern Africa,20,Total goods discharged,204.493,,
2010,5120,Sub-Saharan Africa,11,Crude oil loaded,221.011,,
2010,5120,Sub-Saharan Africa,12,Other tanker trade loaded,16.513,,
2010,5120,Sub-Saharan Africa,13,Dry cargo loaded,222.77,,
2010,5120,Sub-Saharan Africa,10,Total goods loaded,460.294,,
2010,5120,Sub-Saharan Africa,21,Crude oil discharged,30.756,,
2010,5120,Sub-Saharan Africa,22,Other tanker trade discharged,24.196,,
2010,5120,Sub-Saharan Africa,23,Dry cargo discharged,141.262,,
2010,5120,Sub-Saharan Africa,20,Total goods discharged,196.214,,
2010,5121,Eastern Africa,11,Crude oil loaded,0,,
2010,5121,Eastern Africa,12,Other tanker trade loaded,0,,
2010,5121,Eastern Africa,13,Dry cargo loaded,20.333,,
2010,5121,Eastern Africa,10,Total goods loaded,20.333,,
2010,5121,Eastern Africa,21,Crude oil discharged,1.872,,
2010,5121,Eastern Africa,22,Other tanker trade discharged,7.902,,
2010,5121,Eastern Africa,23,Dry cargo discharged,19.772,,
2010,5121,Eastern Africa,20,Total goods discharged,29.546,,
2010,5122,Middle Africa,11,Crude oil loaded,124.45,,
2010,5122,Middle Africa,12,Other tanker trade loaded,2.032,,
2010,5122,Middle Africa,13,Dry cargo loaded,9.17,,
2010,5122,Middle Africa,10,Total goods loaded,135.653,,
2010,5122,Middle Africa,21,Crude oil discharged,1.619,,
2010,5122,Middle Africa,22,Other tanker trade discharged,2.749,,
2010,5122,Middle Africa,23,Dry cargo discharged,11.392,,
2010,5122,Middle Africa,20,Total goods discharged,15.761,,
2010,5123,Southern Africa,11,Crude oil loaded,0.284,,
2010,5123,Southern Africa,12,Other tanker trade loaded,5.389,,
2010,5123,Southern Africa,13,Dry cargo loaded,139.465,,
2010,5123,Southern Africa,10,Total goods loaded,145.138,,
2010,5123,Southern Africa,21,Crude oil discharged,20.758,,
2010,5123,Southern Africa,22,Other tanker trade discharged,2.497,,
2010,5123,Southern Africa,23,Dry cargo discharged,36.948,,
2010,5123,Southern Africa,20,Total goods discharged,60.203,,
2010,5124,Western Africa,11,Crude oil loaded,96.277,,
2010,5124,Western Africa,12,Other tanker trade loaded,9.091,,
2010,5124,Western Africa,13,Dry cargo loaded,53.803,,
2010,5124,Western Africa,10,Total goods loaded,159.171,,
2010,5124,Western Africa,21,Crude oil discharged,6.507,,
2010,5124,Western Africa,22,Other tanker trade discharged,11.047,,
2010,5124,Western Africa,23,Dry cargo discharged,73.15,,
2010,5124,Western Africa,20,Total goods discharged,90.704,,
2010,5200,Americas,11,Crude oil loaded,256.439,,
2010,5200,Americas,12,Other tanker trade loaded,200.173,,
2010,5200,Americas,13,Dry cargo loaded,1348.488,,
2010,5200,Americas,10,Total goods loaded,1805.099,,
2010,5200,Americas,21,Crude oil discharged,532.785,,
2010,5200,Americas,22,Other tanker trade discharged,211.81,,
2010,5200,Americas,23,Dry cargo discharged,597.622,,
2010,5200,Americas,20,Total goods discharged,1342.216,,
2010,5210,Northern America,11,Crude oil loaded,25.486,,
2010,5210,Northern America,12,Other tanker trade loaded,126.948,,
2010,5210,Northern America,13,Dry cargo loaded,523.096,,
2010,5210,Northern America,10,Total goods loaded,675.53,,
2010,5210,Northern America,21,Crude oil discharged,463.484,,
2010,5210,Northern America,22,Other tanker trade discharged,135.208,,
2010,5210,Northern America,23,Dry cargo discharged,334.987,,
2010,5210,Northern America,20,Total goods discharged,933.68,,
2010,5220,Latin America and the Caribbean,11,Crude oil loaded,230.953,,
2010,5220,Latin America and the Caribbean,12,Other tanker trade loaded,73.225,,
2010,5220,Latin America and the Caribbean,13,Dry cargo loaded,825.392,,
2010,5220,Latin America and the Caribbean,10,Total goods loaded,1129.57,,
2010,5220,Latin America and the Caribbean,21,Crude oil discharged,69.3,,
2010,5220,Latin America and the Caribbean,22,Other tanker trade discharged,76.602,,
2010,5220,Latin America and the Caribbean,23,Dry cargo discharged,262.634,,
2010,5220,Latin America and the Caribbean,20,Total goods discharged,408.537,,
2010,5221,Caribbean,11,Crude oil loaded,3.753,,
2010,5221,Caribbean,12,Other tanker trade loaded,19.564,,
2010,5221,Caribbean,13,Dry cargo loaded,20.888,,
2010,5221,Caribbean,10,Total goods loaded,44.204,,
2010,5221,Caribbean,21,Crude oil discharged,32.151,,
2010,5221,Caribbean,22,Other tanker trade discharged,20.792,,
2010,5221,Caribbean,23,Dry cargo discharged,23.233,,
2010,5221,Caribbean,20,Total goods discharged,76.176,,
2010,5222,Central America,11,Crude oil loaded,75.353,,
2010,5222,Central America,12,Other tanker trade loaded,7.061,,
2010,5222,Central America,13,Dry cargo loaded,66.013,,
2010,5222,Central America,10,Total goods loaded,148.428,,
2010,5222,Central America,21,Crude oil discharged,2.336,,
2010,5222,Central America,22,Other tanker trade discharged,28.877,,
2010,5222,Central America,23,Dry cargo discharged,74.928,,
